State-County FIPS,Active Loans,Average Borrower Gross Income,Very Low Income,Low Income,Moderate Income,Average Debt Ratio,"American Indian/
Alaskan Native",Asian,"Black/
African-America",Hawaiian/Pacific Islander,White,Hispanic,Married,Average No of Depend,Average Hshld Size,First Time Home Buyer,Average Borrower Age,Disability,PUD,Condo,Coop,Unknown  HSG Proj Type,Detached Structure,Attached Structure,Unknown Stucture,Manufactured Homes,Average Living Area (Square Ft),Average Request Amount,Average Loan Amount,Average LTV,Average Appraised Value
13269,33,"44,145.85",8,5,20,0.35,0,0,4,0,29,1,17,1,2.5,28,37,0,3,0,0,4,29,0,4,0,"1,591","94,175.73","94,060.32",0.93,"96,300.00"
13271,23,"46,716.09",0,5,17,0.35,0,2,5,1,15,0,8,0.7,2,22,36,0,0,0,0,1,22,0,1,0,"1,678","82,164.00","80,839.48",0.96,"85,768.18"
13273,19,"41,190.32",5,7,7,0.35,1,0,7,0,11,0,8,0.8,2.2,18,41,0,0,0,0,1,18,0,1,0,"1,602","89,898.84","89,898.84",0.97,"92,015.79"
13275,151,"52,359.32",6,29,115,0.37,0,0,34,0,118,4,68,1.1,2.6,133,38,1,8,0,0,1,147,3,1,0,"1,596","117,384.53","116,891.62",0.96,"122,179.33"
13277,360,"50,856.11",20,51,289,0.36,0,1,52,2,306,19,168,0.9,2.4,309,38,3,8,0,0,0,359,1,0,0,"1,649","116,228.51","116,204.37",0.97,"119,535.41"
13279,85,"50,189.85",1,17,66,0.36,0,0,15,1,69,7,39,0.9,2.4,69,36,0,1,0,0,1,84,0,1,0,"1,770","100,852.93","100,616.02",0.96,"105,746.43"
13281,60,"45,981.88",4,18,38,0.35,0,0,0,0,60,0,26,0.7,2.2,51,40,1,2,0,0,0,58,2,0,0,"1,377","123,509.27","123,509.27",0.91,"130,175.90"
13283,10,"46,170.00",0,4,6,0.31,0,0,1,0,9,0,4,0.6,2.1,8,36,0,2,0,0,0,10,0,0,0,"1,631","76,282.50","76,282.50",0.97,"78,060.00"
13285,275,"52,535.56",14,65,196,0.35,0,1,38,1,236,5,131,1,2.5,239,37,2,15,0,0,0,275,0,0,0,"1,620","114,222.70","114,321.11",0.97,"114,993.83"
13287,44,"49,011.32",5,3,36,0.36,0,1,4,0,39,0,20,0.6,2,39,36,0,0,0,0,0,43,1,0,0,"1,652","94,586.18","94,586.18",0.95,"99,477.27"
13289,15,"47,758.53",3,3,9,0.33,0,0,4,0,11,0,4,0.5,2.1,14,39,0,0,0,0,0,14,1,0,0,"1,528","86,195.47","86,195.47",0.98,"87,500.00"
13291,159,"46,645.69",11,45,103,0.35,0,2,0,0,157,0,90,0.6,2.3,135,41,0,3,0,0,0,159,0,0,0,"1,465","122,769.64","122,819.28",0.94,"131,875.47"
13293,166,"46,050.30",26,35,97,0.33,0,0,25,0,141,0,73,0.9,2.4,145,38,2,3,0,0,11,153,2,11,0,"1,562","90,279.91","88,836.54",0.96,"93,640.51"
13295,544,"49,328.31",24,184,336,0.34,1,0,10,0,533,5,317,0.8,2.5,491,37,3,13,0,1,4,538,2,4,0,"1,461","108,836.22","108,794.58",0.98,"111,212.05"
13297,589,"50,701.02",64,187,306,0.36,2,5,72,1,510,10,264,0.7,2.1,484,38,5,120,0,2,45,543,1,45,0,"1,853","119,174.08","117,134.29",0.98,"120,286.60"
13299,162,"50,728.60",1,41,120,0.35,0,1,25,1,135,0,68,0.8,2.2,144,37,1,0,0,0,0,162,0,0,0,"1,706","101,266.17","101,266.17",0.97,"104,338.27"
13301,3,"50,260.00",0,1,2,0.35,0,0,0,0,3,0,2,1,2.7,1,38,0,1,0,0,0,3,0,0,0,"1,376","113,688.33","113,688.33",1.01,"112,666.67"
13303,62,"50,594.47",1,12,46,0.35,0,0,24,0,38,0,27,0.9,2.4,49,41,2,3,0,0,12,49,1,12,0,"1,745","109,564.22","107,666.72",0.97,"113,644.07"
13305,136,"49,678.45",11,18,107,0.36,0,3,11,0,122,4,56,0.8,2.3,111,35,0,4,0,0,1,133,2,1,0,"1,682","103,021.13","103,021.13",0.95,"108,775.00"
13309,7,"50,468.57",0,3,4,0.37,0,0,1,0,6,0,5,1,2.7,4,38,0,0,0,0,0,7,0,0,0,"1,648","99,671.43","99,671.43",0.94,"105,428.57"
13311,266,"49,497.98",25,75,166,0.36,1,0,5,1,260,7,132,0.9,2.5,220,39,3,42,1,0,1,264,1,1,0,"1,491","118,561.61","118,908.70",0.94,"122,325.94"
13313,300,"47,646.39",21,89,190,0.34,0,0,6,0,295,33,157,0.9,2.4,257,37,0,10,0,0,0,298,2,0,0,"1,521","106,666.63","106,677.51",0.95,"111,711.67"
13315,18,"46,477.67",2,3,13,0.31,0,0,3,0,15,0,6,0.5,2.2,13,37,0,0,0,0,1,17,0,1,0,"1,536","81,839.61","81,839.61",0.98,"83,966.67"
13317,20,"40,272.89",2,8,9,0.33,0,0,7,0,13,0,7,1.1,2.4,16,46,1,3,0,0,1,19,0,1,0,"1,619","86,896.98","84,504.53",0.96,"90,947.37"
13319,23,"46,771.57",1,7,15,0.36,0,0,2,0,21,0,10,0.8,2.3,16,37,0,0,0,0,0,23,0,0,0,"1,765","94,466.17","94,466.17",0.9,"95,942.65"
13321,95,"53,363.04",5,19,70,0.34,0,0,10,0,85,0,50,0.8,2.3,76,37,0,1,0,1,2,93,0,2,0,"1,625","106,796.35","106,396.43",0.95,"110,539.89"
15001,"1,374","63,539.42",43,288,989,0.37,46,379,11,524,568,73,724,1.1,2.9,"1,145",43,19,298,54,0,107,"1,217",50,107,0,"1,266","220,146.14","215,818.46",0.98,"223,594.42"
15003,"2,602","92,577.60",71,658,"1,839",0.4,44,"1,392",42,830,642,181,"1,568",1.3,3.3,"2,223",41,14,597,"1,414",0,47,"1,377","1,178",47,0,"1,166","364,534.07","361,775.46",1,"363,118.47"
15007,160,"90,790.18",0,25,131,0.39,6,56,1,41,63,6,102,1.2,3.3,138,42,0,4,39,0,12,133,15,12,0,"1,154","336,656.76","330,294.23",0.98,"343,611.54"
15009,263,"88,916.59",3,34,225,0.38,1,42,1,96,137,20,154,1.1,3,245,41,2,25,90,0,18,167,78,18,0,"1,141","328,626.36","328,426.89",0.99,"332,763.44"
16001,841,"50,598.72",30,302,499,0.38,2,4,1,4,828,53,392,0.8,2,652,37,6,617,0,1,30,805,6,30,0,"1,579","144,294.40","143,743.01",0.97,"140,549.08"
16003,10,"47,574.22",0,4,5,0.35,0,0,0,0,10,0,8,1.5,3.1,8,40,0,2,0,0,1,9,0,1,0,"1,420","114,746.89","110,272.20",0.99,"116,533.33"
16005,86,"48,304.92",9,21,56,0.38,3,0,0,0,83,1,46,1,2.6,64,38,1,0,0,0,1,84,1,1,0,"1,402","125,528.56","125,558.80",0.98,"128,268.41"
16007,64,"49,437.30",5,16,43,0.34,0,0,0,0,64,0,38,1,2.6,52,38,0,1,0,0,2,61,1,2,0,"1,287","104,818.09","104,818.09",0.97,"103,578.13"
16009,86,"48,665.44",3,18,65,0.36,3,0,0,0,83,0,36,1,2.5,74,37,1,1,0,0,1,85,0,1,0,"1,297","126,679.77","126,642.23",0.98,"126,723.90"
16011,627,"48,423.31",58,158,407,0.36,6,1,2,0,618,82,362,1.3,2.9,485,37,5,6,0,0,16,590,21,16,0,"1,352","130,218.95","129,819.43",0.98,"130,393.52"
16013,168,"63,304.13",14,35,115,0.35,4,0,0,1,162,47,94,1,2.6,148,39,0,19,14,0,5,135,28,5,0,"1,360","171,662.88","170,357.54",0.96,"175,672.38"
16015,16,"54,904.27",1,5,9,0.36,0,0,0,0,16,0,9,0.5,1.7,13,39,1,8,0,0,1,15,0,1,0,"1,730","167,293.87","159,838.00",0.99,"169,400.00"
16017,292,"50,413.09",5,71,213,0.37,1,1,1,1,289,7,133,0.9,2.5,241,39,3,8,3,0,7,278,7,7,0,"1,371","157,201.34","156,375.47",0.96,"154,918.95"
16019,479,"56,295.55",15,111,349,0.36,3,2,0,1,473,45,350,1.4,3.3,338,35,3,26,0,0,5,471,3,5,0,"1,379","164,082.68","163,276.35",0.99,"163,066.14"
16021,75,"44,396.18",1,28,43,0.36,2,0,0,0,71,3,36,0.8,2.3,58,41,0,0,0,0,4,71,0,4,0,"1,355","127,598.96","125,354.16",0.95,"131,097.08"
16023,13,"50,118.38",2,3,8,0.36,0,0,0,0,13,0,8,2.2,3.5,9,38,0,0,0,0,0,13,0,0,0,"1,555","89,495.08","89,495.08",0.98,"90,323.08"
16025,9,"59,276.11",0,0,9,0.31,0,0,0,0,9,0,7,1.3,3.2,7,41,0,0,0,0,1,8,0,1,0,"1,585","99,414.33","99,414.33",0.98,"102,225.67"
16027,457,"50,436.74",20,144,255,0.36,3,13,1,0,436,35,238,1,2.2,350,39,7,215,0,0,62,393,2,62,0,"1,612","136,560.67","131,582.96",0.98,"136,629.45"
16029,88,"51,921.47",3,20,65,0.33,1,0,0,0,88,0,38,1.1,2.6,75,34,1,0,0,0,0,85,3,0,0,"1,296","115,854.26","115,767.22",0.99,"116,086.31"
16031,411,"47,173.88",29,88,287,0.35,4,3,1,0,401,100,241,1.2,2.7,323,36,1,15,0,0,31,376,4,31,0,"1,321","118,484.17","117,643.85",0.99,"118,726.72"
16033,4,"42,545.25",1,2,1,0.42,0,0,0,0,4,0,2,2.3,4,3,32,0,0,0,0,0,4,0,0,0,"1,996","124,069.00","124,069.00",1.01,"123,000.00"
16035,27,"50,630.04",0,5,22,0.34,0,1,0,0,26,1,13,0.7,2.4,24,37,0,0,0,0,0,26,1,0,0,"1,301","115,599.15","115,599.15",0.95,"121,040.74"
16037,27,"52,062.78",2,3,22,0.33,0,1,0,0,27,1,12,0.6,2.3,24,38,0,0,0,0,0,27,0,0,0,"1,541","129,036.37","129,036.37",0.95,"136,159.26"
16039,232,"46,219.54",29,62,141,0.35,1,2,2,1,226,39,101,0.9,2.6,186,39,5,21,0,1,7,218,7,7,0,"1,324","108,149.42","108,127.69",0.96,"110,339.75"
16041,235,"51,212.44",5,63,165,0.36,1,0,1,0,231,8,153,1.2,3,172,35,1,13,0,0,8,218,9,8,0,"1,456","140,444.30","139,962.88",0.98,"141,241.33"
16043,166,"46,395.24",13,44,105,0.36,0,1,0,0,164,5,107,0.9,2.5,140,37,2,4,0,0,6,158,2,6,0,"1,443","117,011.66","115,436.98",0.96,"120,424.69"
16045,114,"47,154.19",6,40,68,0.35,1,0,0,0,113,3,50,0.7,1.9,93,40,3,31,0,0,1,112,1,1,0,"1,422","122,584.41","122,667.93",0.98,"123,138.82"
16047,134,"44,087.39",11,34,87,0.35,0,1,0,0,132,30,58,1.1,2.6,112,39,0,1,0,0,4,129,1,4,0,"1,330","112,248.61","111,532.58",0.96,"112,022.46"
16049,90,"46,574.75",3,17,70,0.34,1,0,0,0,89,3,43,1.1,2.6,77,36,0,1,0,0,4,81,5,4,0,"1,335","115,285.98","115,276.99",0.95,"118,096.29"
16051,480,"52,492.06",31,120,326,0.36,4,2,0,1,475,18,368,1.4,3.2,352,37,4,18,0,0,9,456,15,9,0,"1,479","154,805.49","154,437.33",0.98,"155,973.40"
16053,415,"46,597.96",32,93,287,0.36,2,2,0,0,411,147,206,1,2.6,351,37,2,53,0,0,8,399,8,8,0,"1,354","124,245.90","123,773.19",0.97,"124,533.99"
16055,"1,714","51,164.25",28,402,"1,271",0.37,12,7,2,3,"1,695",43,836,0.9,2.4,"1,353",39,19,663,13,1,72,"1,615",27,72,0,"1,254","157,361.88","156,902.66",0.97,"151,740.17"
16057,180,"59,174.59",0,16,164,0.37,0,0,2,1,178,5,99,1.2,2.8,143,37,0,5,9,0,4,164,12,4,0,"1,359","163,383.65","163,483.15",0.97,"161,742.78"
16059,51,"53,157.86",1,11,39,0.32,2,1,0,0,48,0,24,1,2.5,39,43,1,0,0,0,0,51,0,0,0,"1,494","125,031.98","125,031.98",0.98,"128,982.35"
16061,17,"39,760.71",1,2,14,0.35,2,0,0,0,15,2,4,0.5,1.7,15,41,1,1,0,0,0,16,1,0,0,"1,764","95,861.65","95,861.65",0.98,"98,270.59"
16063,43,"49,803.05",2,12,27,0.34,0,0,0,0,43,6,27,1,2.6,38,40,0,1,0,0,3,40,0,3,0,"1,495","118,497.78","117,970.81",0.96,"124,573.17"
16065,393,"53,950.08",17,86,283,0.36,3,2,0,3,387,10,311,1.5,3.3,268,35,0,86,5,0,10,297,86,10,0,"1,526","159,843.19","158,285.30",0.97,"158,045.40"
16067,425,"43,530.74",46,92,276,0.35,6,4,0,0,405,132,212,1,2.4,339,38,4,9,0,0,45,378,2,45,0,"1,339","105,751.98","104,366.09",0.99,"106,061.28"
16069,123,"57,686.40",1,7,115,0.36,3,0,0,0,123,3,43,0.9,2.3,97,34,1,0,0,0,0,122,1,0,0,"1,136","150,086.50","150,086.50",1,"150,510.88"
16071,67,"48,083.06",5,23,38,0.35,0,0,0,0,67,1,38,1.3,3,51,40,0,0,0,0,8,57,2,8,0,"1,324","107,216.86","106,659.24",0.97,"106,575.76"
16073,55,"44,606.50",7,19,29,0.34,0,1,0,0,54,6,30,0.9,2.3,44,35,0,9,0,0,2,53,0,2,1,"1,253","117,464.83","117,464.83",0.96,"117,422.42"
16075,284,"48,941.03",9,57,214,0.35,6,1,2,2,275,31,138,0.9,2.4,228,38,0,57,0,0,6,276,2,6,0,"1,402","121,339.73","120,764.31",0.97,"120,668.89"
16077,73,"50,299.39",6,17,49,0.35,0,1,0,0,72,21,39,1.4,2.9,53,37,0,0,0,0,2,68,3,2,0,"1,365","119,570.55","119,158.13",0.97,"118,563.19"
16079,108,"47,497.32",3,21,84,0.34,1,0,1,0,106,1,40,0.6,2.2,97,40,0,4,0,0,1,107,0,1,0,"1,229","106,614.06","106,495.57",0.98,"104,191.94"
16081,54,"55,771.05",4,8,41,0.38,0,0,0,1,53,4,29,1.1,2.7,43,37,0,14,0,0,2,48,4,2,0,"1,544","170,823.38","169,198.19",0.95,"174,962.26"
16083,450,"48,852.74",28,92,327,0.35,3,2,0,0,443,72,255,1.1,2.7,367,38,5,34,0,0,14,430,6,14,0,"1,429","129,515.19","129,170.50",0.97,"131,855.91"
16085,38,"52,995.16",3,6,29,0.35,1,0,0,2,36,0,17,0.6,2.1,35,37,0,10,0,0,0,38,0,0,0,"1,276","149,798.42","149,798.42",0.95,"149,848.50"
16087,61,"42,757.44",4,15,42,0.35,0,0,1,0,60,6,33,1,2.5,52,44,1,8,0,0,0,61,0,0,0,"1,396","109,869.72","109,869.72",0.98,"112,442.62"
17001,372,"48,812.02",16,96,252,0.32,0,0,3,0,369,6,159,1,2.5,271,37,2,14,0,0,23,347,2,23,0,"1,409","91,985.27","91,404.32",0.99,"94,115.75"
17003,33,"44,132.78",3,11,18,0.34,0,0,7,0,26,0,14,1,2.6,20,41,0,0,0,0,5,27,1,5,0,"1,542","73,490.44","72,218.94",0.91,"77,125.00"
17005,228,"44,163.99",23,64,135,0.33,1,2,0,0,226,2,87,0.7,2.2,169,36,1,0,0,0,35,191,2,35,0,"1,331","82,265.09","81,354.76",0.96,"85,089.86"
17007,19,"54,930.26",0,6,13,0.36,0,0,0,0,19,2,9,1.2,2.8,18,40,0,2,0,0,0,19,0,0,0,"1,559","115,016.43","116,061.83",0.99,"116,928.63"
17009,114,"43,747.21",3,31,75,0.31,0,0,0,0,114,1,37,0.6,2.1,81,33,1,5,0,0,19,95,0,19,0,"1,371","76,765.39","75,304.63",0.97,"76,548.17"
17011,572,"45,281.49",34,168,325,0.34,1,4,3,1,561,34,214,0.8,2.2,436,38,1,0,1,0,98,472,2,98,0,"1,387","80,463.41","78,234.39",0.97,"82,693.90"
17013,11,"52,275.85",1,2,8,0.33,0,0,0,0,11,0,4,0.9,2.4,7,37,0,0,0,0,3,8,0,3,0,"1,311","77,909.44","77,909.44",0.97,"80,418.18"
17015,127,"44,996.10",8,38,76,0.31,0,0,2,0,125,2,50,0.7,2.2,96,36,1,0,0,0,12,115,0,12,0,"1,487","72,808.44","71,818.16",0.98,"75,077.88"
17017,157,"44,084.06",11,49,91,0.31,0,0,3,0,153,16,54,0.7,2.1,118,37,0,0,0,0,19,138,0,19,0,"1,445","69,458.45","68,371.16",0.98,"71,548.68"
17019,"1,065","53,100.46",71,333,638,0.34,5,7,32,2,"1,021",19,423,0.8,2.3,829,38,4,24,9,0,78,960,27,78,0,"1,402","108,940.59","107,886.97",0.99,"109,974.03"
17021,783,"42,932.28",82,252,427,0.31,0,1,3,1,778,4,262,0.7,2.2,599,37,4,0,0,0,110,671,2,110,0,"1,323","71,376.03","70,637.44",0.98,"73,161.74"
17023,183,"42,663.20",14,65,104,0.3,0,0,0,1,182,3,84,1.2,2.7,140,37,0,0,0,0,20,160,3,20,0,"1,468","69,725.08","69,772.14",0.94,"72,252.51"
17025,154,"42,606.02",10,50,91,0.3,0,0,0,0,154,1,59,0.6,2.1,125,36,0,0,0,0,14,140,0,14,0,"1,389","66,328.03","66,107.35",0.97,"69,040.40"
17027,452,"53,516.81",14,97,334,0.34,2,1,4,1,445,3,137,0.6,2,364,35,1,3,1,0,16,432,4,16,0,"1,425","107,047.12","106,280.24",0.97,"108,845.93"
17029,805,"45,394.39",66,235,492,0.31,1,3,7,0,794,15,309,0.7,2.2,620,38,1,5,0,0,56,748,1,56,0,"1,326","76,264.00","75,854.22",0.99,"77,242.65"
17033,337,"38,770.62",41,110,171,0.3,0,0,2,1,334,2,116,0.7,2,273,37,2,0,0,0,64,270,3,64,0,"1,289","59,765.77","58,898.63",0.98,"60,996.04"
17035,119,"44,850.79",9,32,75,0.31,0,0,0,0,119,0,52,0.9,2.4,92,36,1,0,0,0,16,101,2,16,0,"1,450","72,107.03","72,190.62",0.98,"73,994.83"
17037,347,"60,430.82",12,85,248,0.36,0,0,6,0,341,18,146,0.8,2.3,291,37,3,50,0,1,12,297,38,12,0,"1,603","128,112.96","128,032.92",0.98,"131,537.36"
17039,418,"45,063.74",30,120,260,0.32,1,1,1,0,415,5,140,0.7,2.1,333,39,1,1,0,0,40,376,2,40,0,"1,371","79,677.41","79,255.52",0.97,"85,221.70"
17041,333,"48,050.72",19,96,215,0.33,2,0,1,0,331,22,137,0.7,2.2,278,38,0,2,1,0,15,317,1,15,0,"1,448","84,870.99","84,620.11",0.98,"85,971.59"
17045,318,"43,063.65",23,111,176,0.3,1,0,0,0,317,4,116,0.7,2.1,260,38,2,0,0,0,34,284,0,34,0,"1,476","65,473.22","64,734.92",0.99,"66,931.25"
17047,63,"39,690.29",4,20,34,0.31,0,0,0,0,63,0,27,0.8,2.2,50,37,0,0,0,0,17,46,0,17,0,"1,422","62,823.13","61,911.06",0.97,"65,750.00"
17049,580,"45,891.19",43,159,368,0.32,0,0,2,0,577,7,221,0.7,2.2,425,36,2,0,0,0,60,511,9,60,0,"1,345","89,912.59","89,358.84",0.97,"91,959.30"
17051,391,"41,098.76",32,114,231,0.31,0,0,0,0,391,2,138,0.8,2.2,308,39,3,0,0,0,68,315,8,68,0,"1,357","67,252.52","66,325.44",0.95,"70,869.50"
17053,264,"48,190.05",20,95,145,0.34,3,1,1,1,262,4,119,0.9,2.4,203,36,1,1,0,0,23,225,16,23,0,"1,423","85,593.84","85,318.69",1,"86,918.00"
17055,344,"43,737.80",29,87,194,0.31,1,0,0,0,343,4,134,0.7,2,257,38,3,1,0,0,60,283,1,60,0,"1,434","67,385.38","64,023.41",0.97,"69,933.29"
17057,594,"44,016.09",39,170,344,0.32,1,2,5,0,587,6,193,0.7,2,445,37,2,3,0,0,58,527,9,58,0,"1,334","70,373.39","68,476.50",0.98,"72,100.39"
17059,26,"43,270.04",1,2,20,0.31,0,0,0,0,26,1,12,0.8,2.2,19,38,1,0,0,0,4,22,0,4,0,"1,545","59,352.56","58,350.35",0.96,"63,673.91"
17061,161,"41,293.60",21,51,85,0.33,0,0,0,1,160,2,58,0.8,2.3,125,37,1,0,0,0,23,137,1,23,0,"1,336","60,793.26","60,099.64",0.96,"63,719.43"
17063,563,"61,138.74",28,146,384,0.34,0,2,5,0,557,22,217,0.9,2.4,447,38,2,26,5,0,47,462,54,47,0,"1,415","139,547.71","139,152.48",0.98,"140,851.95"
17065,82,"45,350.39",5,14,58,0.3,0,0,0,0,82,0,34,0.6,2,58,36,0,0,0,0,9,73,0,9,0,"1,392","62,328.77","60,887.14",0.98,"64,829.87"
17067,265,"48,792.43",8,66,179,0.29,2,0,1,0,262,4,124,0.8,2.3,206,36,3,11,0,1,31,232,2,31,0,"1,409","67,396.40","66,107.23",0.97,"69,856.66"
17069,15,"44,356.00",2,1,12,0.29,0,0,0,0,15,0,7,0.3,1.9,13,33,0,0,0,0,3,12,0,3,0,"1,204","59,787.32","59,787.32",0.97,"62,089.00"
17071,48,"43,532.76",1,18,26,0.32,1,0,0,0,47,1,13,0.8,2.3,39,38,0,0,0,0,3,45,0,3,0,"1,330","66,160.37","65,024.39",0.98,"67,622.22"
17073,727,"44,705.67",105,212,401,0.32,0,3,5,0,719,28,248,0.8,2.2,600,37,7,5,0,0,38,687,2,38,0,"1,341","76,190.49","76,019.21",0.98,"78,437.19"
17075,307,"45,772.87",15,101,189,0.32,1,0,2,0,305,15,125,0.8,2.3,257,37,2,0,0,0,14,279,14,14,0,"1,484","82,471.04","82,189.87",0.99,"84,548.95"
17077,398,"45,032.30",25,86,279,0.33,0,3,22,0,373,6,148,0.6,2,335,36,2,0,0,0,44,352,2,44,0,"1,340","80,700.77","79,957.38",0.96,"83,643.04"
17079,106,"42,227.53",9,32,65,0.31,0,0,0,0,106,0,46,0.9,2.6,81,36,0,0,0,0,14,91,1,14,0,"1,372","67,883.41","67,846.25",0.98,"69,933.02"
17081,439,"48,808.59",13,95,293,0.32,0,2,22,0,414,2,188,0.7,2.1,314,36,2,0,1,0,71,366,2,71,0,"1,443","80,920.47","77,612.42",0.98,"83,425.16"
17083,284,"48,633.29",32,71,176,0.33,0,0,0,0,284,2,91,0.6,2.2,207,36,0,0,0,0,29,254,1,29,0,"1,174","89,925.07","89,331.23",0.97,"92,419.84"
17085,144,"49,192.59",15,40,88,0.32,0,1,1,1,141,4,56,0.9,2.5,113,37,1,2,0,0,6,138,0,6,0,"1,413","93,169.98","92,978.66",0.98,"96,188.50"
17087,70,"49,955.75",5,14,51,0.33,0,0,0,0,70,2,40,1,2.8,57,34,0,0,0,0,7,63,0,7,0,"1,460","84,806.51","84,892.14",0.96,"89,523.57"
17089,16,"65,020.28",0,3,13,0.35,0,0,1,0,15,0,10,1.1,3,13,35,0,0,0,0,1,15,0,1,0,"1,576","166,737.44","166,737.44",0.98,"170,631.25"
17091,269,"54,713.11",4,84,180,0.36,1,1,8,0,259,10,97,0.8,2.2,207,38,0,1,2,0,8,253,8,8,0,"1,437","121,297.12","121,213.44",0.98,"124,339.07"
17093,147,"62,072.35",11,45,91,0.36,1,1,0,0,145,22,63,0.8,2.4,126,37,0,43,0,0,1,119,27,1,0,"1,572","129,714.87","129,583.69",0.97,"133,789.84"
17095,290,"45,978.75",24,65,193,0.32,0,0,0,0,289,6,101,0.7,2.3,234,37,1,2,0,0,30,259,1,30,0,"1,314","72,179.33","71,510.16",0.98,"74,004.26"
17099,"1,492","48,186.47",106,487,865,0.33,4,6,14,2,"1,466",118,470,0.7,2.1,"1,244",37,9,21,1,0,139,"1,327",26,139,0,"1,317","91,528.22","90,784.90",0.98,"93,444.64"
17101,115,"42,511.53",10,35,66,0.31,0,0,0,1,115,1,61,0.8,2.3,93,37,1,0,0,0,16,99,0,16,0,"1,411","64,626.79","63,618.04",0.97,"69,533.33"
17103,593,"47,683.73",45,183,356,0.32,0,2,12,0,581,14,196,0.8,2.2,476,38,4,2,4,0,29,556,8,29,0,"1,332","83,969.89","83,649.29",0.98,"85,122.07"
17105,417,"45,217.32",23,150,238,0.35,1,1,4,0,411,11,117,0.7,2,322,36,4,1,3,0,46,335,36,46,0,"1,435","85,623.39","85,424.34",0.98,"88,701.00"
17107,843,"43,050.06",68,202,553,0.33,1,1,10,0,833,12,310,0.8,2.2,674,39,3,1,2,1,112,726,5,112,0,"1,300","75,365.95","74,755.97",0.98,"77,125.89"
17109,364,"45,281.58",17,87,250,0.32,1,2,16,0,344,3,138,0.8,2.2,286,37,4,22,0,0,28,322,14,28,0,"1,323","74,367.15","73,543.67",0.98,"78,028.18"
17111,70,"57,309.96",4,26,40,0.36,0,0,0,0,70,15,29,1,2.6,65,37,0,6,0,0,0,64,6,0,0,"1,551","118,599.73","119,159.73",0.98,"121,491.43"
17113,709,"57,450.46",50,195,456,0.34,3,1,2,0,704,9,320,0.7,2.2,525,35,2,0,0,0,59,610,40,59,0,"1,427","111,559.49","111,149.50",0.98,"113,476.92"
17115,235,"49,819.59",15,61,158,0.33,0,0,1,0,234,0,95,0.9,2.4,189,36,1,0,0,0,11,223,1,11,0,"1,415","85,706.65","85,630.85",0.97,"87,538.89"
17117,826,"44,581.12",92,225,492,0.32,0,0,1,0,826,8,304,0.8,2.3,622,37,7,2,0,0,101,724,1,101,0,"1,346","76,029.19","75,643.80",0.97,"78,298.86"
17119,"1,090","56,198.54",30,209,849,0.35,2,0,3,0,"1,087",15,392,0.7,2.1,827,36,5,19,15,4,19,"1,042",29,19,0,"1,309","120,681.01","120,590.81",0.98,"122,907.27"
17121,483,"44,427.23",28,141,297,0.31,0,2,5,1,477,3,162,0.8,2.2,355,38,1,1,0,0,47,430,6,47,0,"1,391","69,987.64","69,166.48",0.97,"73,615.53"
17123,199,"46,593.92",10,63,123,0.33,1,1,0,1,197,5,80,0.8,2.3,152,38,1,0,1,0,20,179,0,20,0,"1,401","85,590.78","85,082.35",0.98,"87,237.53"
17125,247,"41,739.80",12,54,172,0.32,1,0,0,0,245,2,82,0.8,2.2,197,40,1,0,0,2,33,213,1,33,0,"1,332","68,154.88","67,812.21",0.98,"69,829.93"
17127,95,"43,932.17",6,21,67,0.33,0,0,11,0,84,3,24,0.7,2.1,80,39,1,0,0,0,6,89,0,6,0,"1,487","77,971.34","77,713.47",0.96,"81,303.19"
17129,228,"52,804.08",15,49,160,0.34,0,1,1,0,226,0,90,0.8,2.4,176,38,1,0,0,0,19,208,1,19,0,"1,450","99,894.95","99,486.78",0.99,"101,539.51"
17131,177,"49,319.33",9,46,120,0.33,0,0,0,0,176,3,61,0.9,2.3,154,36,0,1,0,0,15,162,0,15,0,"1,442","83,880.43","83,203.81",0.97,"85,562.57"
17133,348,"58,615.24",10,48,288,0.35,1,1,0,0,346,5,142,0.7,2.2,257,36,0,18,10,0,6,331,11,6,0,"1,331","137,304.62","136,857.35",0.97,"137,209.70"
17135,513,"42,831.38",36,141,324,1.67,3,0,0,0,510,7,175,0.7,2.2,378,37,3,0,0,0,75,437,1,75,0,"1,313","67,137.02","66,800.65",0.98,"68,612.53"
17137,385,"43,420.75",36,132,216,0.32,1,1,10,0,373,2,106,0.7,2.1,315,37,0,0,0,0,23,358,4,23,0,"1,316","76,813.85","76,730.43",0.99,"77,643.75"
17139,227,"46,311.45",15,63,148,0.32,0,1,0,0,226,4,79,0.7,2.2,180,38,1,0,0,0,23,204,0,23,0,"1,345","80,107.24","80,145.17",0.99,"81,342.46"
17141,705,"51,353.31",53,203,442,0.34,1,0,1,0,703,39,268,0.8,2.3,549,38,8,1,3,0,27,666,12,27,0,"1,401","103,566.93","103,170.33",0.95,"105,145.43"
17143,704,"50,092.52",44,213,437,0.34,1,0,4,0,700,12,233,0.8,2.2,532,38,2,5,0,1,27,672,5,27,0,"1,247","101,067.63","100,645.77",0.98,"102,907.61"
17145,192,"45,322.98",12,45,125,0.32,1,0,1,0,190,3,70,0.7,2.2,144,35,0,0,0,0,36,156,0,36,0,"1,318","67,719.88","65,845.86",0.95,"70,503.68"
